f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,y_1,y_2
16.76,10.21,14.9,86.95,44.16,9.21,61.85,54.07,43.79,1,0
19.45,6.34,1.3,10.93,50.88,16.78,48.93,35.28,64.71,0,1
2.32,4.52,7.59,27.57,88.88,51.05,55.61,48.2,45.46,1,1
16.5,17.62,48.26,2.75,18.44,56.09,43.84,58.7,48.16,0,0
10.47,4.54,15.64,49.52,74.0,53.84,50.13,46.46,49.7,0,0
2.81,17.63,7.72,1.41,44.85,47.9,28.32,22.98,66.8,0,0
1.1,1.44,17.84,95.97,27.01,89.91,57.74,44.89,33.81,1,0
3.13,27.87,3.68,62.01,29.8,63.2,54.64,24.62,59.56,0,1
10.3,2.76,3.45,29.23,16.2,5.48,53.33,61.75,48.84,0,0
4.45,8.12,7.06,14.69,57.28,78.9,59.01,36.36,64.24,1,1
4.86,1.24,2.16,24.54,94.83,33.7,21.28,40.94,58.51,1,1
1.65,7.97,28.41,15.16,62.35,45.22,65.4,34.05,51.95,0,0
5.7,11.64,2.49,17.77,90.49,15.53,46.21,49.58,75.06,0,1
2.02,1.1,34.73,65.22,62.59,57.51,49.96,48.5,54.33,1,1
2.03,2.75,7.21,80.58,38.99,61.94,50.52,44.39,48.89,0,0
47.04,4.92,3.29,62.78,45.46,8.08,53.3,31.91,35.73,0,0
5.45,2.46,10.04,64.9,65.58,22.18,39.69,41.91,49.72,1,0
5.25,1.82,6.33,26.0,95.71,84.67,32.51,28.76,58.64,1,1
23.58,6.89,6.37,81.24,3.46,53.9,44.95,48.33,62.73,0,0
1.84,1.4,5.93,8.56,75.19,13.75,52.83,47.28,69.06,1,1
15.28,5.9,16.95,96.6,6.51,35.33,44.72,44.96,68.93,0,0
1.42,4.56,1.05,55.43,43.46,10.7,31.14,49.6,52.7,0,1
22.55,25.9,1.8,26.65,73.33,37.07,46.65,51.91,70.04,0,1
1.06,15.89,15.54,45.49,67.68,80.59,38.1,33.4,55.63,0,0
1.97,26.38,10.62,86.73,17.23,79.56,49.29,45.43,55.15,0,0
35.41,7.02,13.33,62.45,74.87,14.52,47.26,34.62,12.0,0,0
2.55,2.23,17.68,42.55,8.48,82.71,63.7,31.47,56.85,0,0
2.5,12.57,7.33,4.27,55.32,4.19,46.73,29.67,65.09,0,0
1.45,12.91,4.07,3.22,50.69,75.21,15.96,24.61,51.52,0,1
8.25,36.21,1.11,8.24,30.89,21.8,71.8,35.45,61.64,0,1
15.61,2.95,7.54,88.03,48.75,37.15,58.32,39.06,46.04,1,0
15.49,7.06,4.97,3.17,63.65,38.43,37.5,42.91,51.49,1,1
29.33,14.6,1.76,62.47,14.74,3.35,51.4,10.97,37.06,0,0
1.85,1.72,16.87,44.97,30.73,24.8,61.08,54.03,59.52,1,0
4.39,1.14,3.43,71.1,75.29,88.97,57.59,44.4,43.04,1,0
12.17,8.36,7.16,33.48,93.29,41.72,66.94,48.0,41.87,1,0
6.97,24.63,5.46,25.69,24.38,32.52,53.09,45.06,40.6,0,0
4.75,18.96,4.9,9.01,6.55,71.1,46.75,35.73,83.45,0,1
17.98,21.25,6.49,27.73,66.92,46.0,51.43,41.38,48.25,0,0
6.65,9.21,3.69,42.88,17.08,87.13,55.01,24.48,62.52,0,0
6.49,2.79,9.22,40.16,12.02,79.37,40.61,38.81,28.21,0,0
4.4,4.58,3.86,51.88,57.12,40.37,60.12,29.59,65.97,1,0
7.33,3.73,15.4,84.78,48.05,75.93,54.71,29.64,55.87,1,0
27.74,1.38,3.18,22.14,80.33,92.25,41.03,40.26,75.9,1,1
4.3,22.37,5.08,43.44,72.72,77.12,39.38,50.19,37.55,0,1
15.08,25.59,3.81,81.82,39.31,16.49,51.09,32.16,54.09,0,0
10.88,5.34,1.66,95.54,20.13,39.88,70.49,23.6,24.75,0,0
4.57,2.47,12.01,82.42,24.98,45.0,32.08,48.76,54.48,1,0
15.88,4.27,12.53,42.91,30.64,41.68,56.66,44.47,78.41,0,0
1.44,2.72,2.14,18.54,23.07,14.32,47.38,38.33,35.75,1,1
8.85,1.81,1.86,89.47,62.4,3.74,66.01,33.73,56.07,1,1
9.27,18.49,2.22,89.31,46.77,68.65,62.31,43.85,47.12,0,0
10.55,3.15,27.57,66.55,2.28,53.23,38.84,58.35,54.71,0,0
7.34,12.61,1.3,85.99,44.99,45.97,44.35,57.29,23.74,0,1
29.54,12.56,5.06,29.35,3.54,77.71,36.72,48.31,52.13,0,0
19.32,11.19,5.71,39.56,21.63,34.88,57.7,62.46,59.92,0,0
14.24,10.51,14.95,62.95,5.28,3.78,45.88,42.62,74.45,0,0
20.0,17.65,22.58,51.21,63.62,13.33,68.59,40.25,36.19,0,0
2.84,2.83,3.89,11.5,83.86,65.58,56.22,42.54,58.61,1,1
18.86,7.05,24.4,17.96,74.65,65.31,56.29,71.34,50.85,1,1
10.17,12.55,3.5,83.86,4.05,17.8,52.95,62.48,62.88,0,0
19.09,1.76,7.58,97.58,66.1,50.19,36.16,40.11,44.46,1,1
9.38,4.88,1.87,11.13,46.74,33.71,56.08,52.29,73.24,0,1
7.96,18.51,1.66,84.86,57.22,7.09,40.86,50.4,70.33,0,1
12.23,1.06,11.99,99.53,54.96,74.96,47.87,38.47,50.93,1,0
5.9,6.23,2.31,76.81,93.43,7.17,42.18,42.93,54.55,1,1
2.3,43.53,10.05,41.31,43.7,22.81,52.21,56.76,53.13,0,0
9.44,16.67,5.18,98.31,13.34,80.42,50.16,64.68,38.32,0,0
11.07,10.41,11.2,33.22,5.77,78.59,60.63,49.6,27.42,1,0
2.54,13.2,1.1,57.64,37.84,13.36,56.59,39.37,60.69,0,1
11.56,1.79,23.68,78.14,44.83,74.93,62.9,39.18,50.13,1,0
4.08,18.37,9.91,43.13,11.11,75.47,73.82,37.75,48.25,0,0
5.26,7.13,5.68,64.12,13.59,50.57,14.14,61.04,58.44,0,0
3.88,16.62,6.59,97.27,54.16,74.01,87.48,12.13,37.17,0,0
9.8,5.74,7.18,75.07,24.25,27.97,45.77,30.02,22.99,0,0
3.05,4.68,38.29,69.21,14.86,11.92,57.12,41.65,59.55,0,0
1.01,5.77,5.73,23.53,91.5,38.64,56.39,52.34,49.2,0,1
7.59,5.96,7.52,89.5,11.04,79.26,60.7,82.72,61.9,0,0
1.48,11.62,1.14,97.95,33.79,6.76,43.73,16.56,61.52,0,1
7.43,4.26,7.41,82.16,6.22,70.8,64.76,42.86,46.76,0,0
3.39,9.85,20.84,39.52,98.55,35.36,47.89,30.79,61.36,0,0
8.12,3.8,30.83,47.44,90.07,9.12,49.5,53.15,8.86,1,0
8.33,4.23,1.11,96.71,18.75,99.5,53.14,56.85,51.44,0,1
4.54,6.91,9.12,96.81,8.92,53.49,39.58,33.76,40.13,1,0
6.77,9.48,7.46,79.92,13.04,85.82,50.51,63.25,55.9,0,0
10.17,6.22,8.3,38.11,31.68,92.94,29.03,51.45,49.64,0,0
6.12,15.4,4.93,77.15,77.62,95.17,34.82,35.79,70.52,0,0
1.74,11.07,28.83,98.89,31.26,79.67,37.17,37.25,23.43,0,0
28.44,2.63,10.71,67.12,15.19,8.37,37.8,37.28,28.98,0,0
15.37,1.53,39.35,83.66,84.37,16.44,41.26,51.73,30.63,1,1
16.77,22.74,12.01,31.82,96.87,59.16,51.31,27.72,47.84,1,0
22.95,1.59,13.06,34.15,3.7,79.77,58.08,52.81,43.85,1,0
2.31,4.66,3.71,86.54,85.35,17.46,58.51,45.34,49.23,1,1
12.04,3.56,6.64,89.8,87.03,29.15,49.81,55.19,58.94,1,1
2.46,1.54,3.64,89.77,80.54,11.79,51.2,37.31,63.62,1,1
21.15,9.23,12.31,2.53,78.8,89.55,54.97,51.11,43.54,1,1
8.59,21.21,5.67,32.78,58.98,47.94,25.13,63.23,39.46,0,0
37.4,2.78,2.63,94.8,73.18,20.54,45.24,45.15,50.18,1,0
9.33,8.76,7.93,82.82,23.63,55.91,47.11,42.03,43.75,0,0
5.43,9.59,3.54,51.62,73.99,85.66,61.2,44.11,60.24,1,1
2.34,14.11,11.57,87.66,72.85,66.18,57.45,49.01,49.06,0,0
11.34,6.72,10.81,19.32,76.81,6.08,54.16,39.67,57.8,1,0
9.73,1.53,4.51,96.49,25.54,27.94,52.41,59.69,47.29,1,0
3.82,1.03,6.43,37.98,93.38,65.23,43.74,61.13,47.7,1,0
4.75,11.12,17.68,5.52,19.94,1.63,51.42,58.51,61.78,0,0
4.32,3.3,6.1,77.84,47.18,27.13,52.8,59.94,51.77,1,0
11.55,9.28,1.22,36.24,33.44,31.6,52.56,47.08,45.51,0,1
13.76,5.08,27.71,4.12,65.96,15.73,32.3,41.12,51.98,1,0
18.98,2.17,15.37,63.25,56.66,32.11,66.8,44.03,55.13,1,0
36.72,8.26,19.59,57.95,91.17,6.98,46.51,42.83,43.99,0,1
14.01,16.0,22.49,56.72,81.73,72.51,50.7,45.17,46.01,0,0
3.31,4.43,15.12,76.72,5.81,26.84,34.17,29.69,63.39,0,0
2.47,1.61,10.58,14.55,86.79,47.02,43.05,31.09,63.15,1,1
33.61,11.11,7.5,49.49,41.31,3.27,43.73,56.18,37.73,0,0
3.54,2.01,3.16,24.54,58.54,35.31,67.2,41.81,46.98,1,1
8.45,16.79,3.64,67.82,5.05,88.56,55.75,53.49,48.45,0,0
16.49,23.51,2.51,82.89,35.89,75.41,67.79,27.14,39.47,0,0
3.36,6.55,4.85,54.34,21.42,35.52,71.09,32.62,74.55,0,0
18.43,8.41,4.46,7.1,95.79,11.63,42.79,69.15,65.67,0,1
9.9,5.07,21.14,80.99,27.39,50.93,62.75,35.54,68.73,0,0
3.27,8.32,11.29,90.86,76.6,12.3,47.05,50.91,60.5,0,1
21.85,4.01,7.71,91.3,54.48,25.56,27.82,55.41,30.11,1,0
2.94,81.33,2.81,92.44,19.43,13.43,69.67,48.41,62.96,0,1
12.42,4.02,1.32,61.48,81.88,61.85,60.97,41.06,56.42,1,0
2.39,4.41,10.04,48.15,52.79,60.63,53.61,40.76,39.12,0,0
4.29,3.36,16.4,2.45,6.31,75.02,48.37,44.69,30.52,0,0
2.38,2.03,27.13,72.81,7.79,93.83,58.98,52.17,65.49,0,0
14.85,18.61,1.92,18.71,53.08,56.77,58.45,35.48,58.71,0,0
4.06,2.48,11.48,67.72,79.76,89.57,32.73,51.51,51.28,1,1
3.3,11.39,5.26,56.66,67.53,43.88,43.74,45.35,60.64,0,0
3.78,6.87,3.63,98.73,97.77,15.44,48.32,14.59,53.8,1,1
4.15,10.29,2.39,20.75,98.26,66.55,65.64,45.73,53.52,0,1
2.83,11.28,7.86,23.96,38.01,27.92,61.41,39.0,36.83,0,0
3.17,14.85,16.67,70.66,13.12,22.49,64.14,54.57,52.07,0,0
15.55,6.69,1.18,7.92,20.96,4.73,49.83,33.68,58.61,0,1
12.69,5.63,3.74,68.92,52.61,24.78,37.9,38.04,37.56,0,0
2.36,13.28,1.34,13.61,13.36,13.32,46.0,55.59,52.1,0,1
2.43,10.44,3.26,41.67,66.53,61.39,53.85,51.43,19.02,0,1
10.92,11.12,21.41,22.06,60.83,61.91,32.93,57.84,34.6,0,0
4.6,2.95,14.17,40.83,67.36,61.64,48.82,40.31,50.22,1,0
1.39,1.35,5.99,98.3,31.01,19.68,41.62,56.81,62.23,1,0
10.78,2.35,8.01,66.72,99.7,24.86,75.63,54.46,44.15,1,0
14.61,4.94,1.66,11.42,14.13,23.66,73.94,37.66,58.64,0,1
13.09,5.19,46.4,86.04,54.63,32.16,48.72,54.37,66.38,1,0
30.29,5.85,30.51,76.71,17.63,32.36,20.73,29.99,48.87,0,0
13.59,11.03,9.75,81.78,50.78,73.62,66.05,40.99,62.9,0,0
12.28,4.76,3.48,38.87,62.29,7.7,42.15,19.41,33.73,1,0
8.37,7.99,6.52,89.16,66.94,2.67,43.62,25.18,46.43,1,0
8.76,15.23,9.35,59.88,80.76,3.02,46.78,36.88,42.57,1,0
6.85,9.66,2.89,70.8,94.53,20.4,60.33,36.86,69.63,0,0
7.64,17.8,9.41,25.85,6.17,40.65,62.17,50.16,49.36,0,0
2.45,7.76,11.61,24.21,61.09,11.9,62.84,71.25,65.63,0,0
2.21,3.35,11.74,85.53,28.33,50.42,67.76,26.78,48.13,0,0
3.58,3.58,3.93,72.56,71.33,88.84,34.33,69.42,29.75,1,1
13.6,2.9,7.34,37.23,39.71,25.25,57.63,62.42,39.86,1,0
20.11,24.2,10.02,16.29,79.13,68.64,28.68,46.64,51.43,0,0
28.53,5.15,12.43,73.35,48.68,95.03,45.03,49.02,47.85,0,0
22.97,19.11,27.32,83.23,22.16,21.43,58.1,41.38,70.88,0,0
8.92,9.1,6.46,75.69,20.71,9.75,45.86,43.09,35.81,0,0
3.9,3.0,18.95,28.14,52.16,80.04,48.57,41.58,58.05,1,0
2.75,2.48,2.09,26.62,91.59,18.3,50.05,56.35,44.33,1,1
10.28,3.31,4.95,74.47,38.0,12.31,70.3,51.16,41.65,1,0
2.58,5.41,6.48,87.83,21.85,48.23,63.47,33.2,31.41,1,0
10.52,25.88,1.33,20.18,75.07,89.12,36.56,43.75,73.93,0,1
15.05,2.93,2.85,32.3,66.85,67.69,47.15,64.52,32.58,1,0
1.9,11.44,19.33,19.95,17.77,73.1,36.35,43.33,49.52,0,0
4.97,13.83,34.59,25.75,78.54,54.18,47.3,54.24,57.19,0,0
5.02,8.18,5.81,36.56,96.29,76.88,43.86,42.77,24.28,1,1
2.2,8.25,9.27,22.28,20.9,93.84,31.0,42.42,54.05,0,0
14.07,15.3,7.36,4.44,3.58,98.19,45.64,48.6,53.02,0,1
5.0,4.07,7.66,40.39,59.23,80.53,70.25,52.64,47.27,1,1
6.96,3.67,1.49,68.75,91.24,51.0,52.77,51.35,54.7,1,1
4.43,3.75,6.1,94.48,25.34,20.39,47.04,48.58,41.06,1,0
8.85,13.39,3.7,17.84,12.75,69.04,42.05,63.22,56.49,0,0
3.36,2.36,1.34,84.17,27.13,73.97,41.6,40.07,54.88,1,1
7.52,11.32,9.13,66.87,63.44,30.35,37.61,20.88,28.76,1,1
9.58,7.72,33.02,69.33,76.37,93.84,75.19,53.85,27.59,0,0
9.03,5.12,10.16,91.58,45.4,12.35,57.38,54.1,58.29,0,0
4.45,2.44,5.41,85.48,36.66,48.29,65.06,27.06,32.17,1,0
5.2,1.5,9.1,25.01,29.48,52.29,51.23,40.06,52.9,1,1
27.63,7.61,9.54,48.99,91.12,32.3,55.31,41.36,56.42,1,1
3.65,1.95,11.25,22.32,12.96,78.08,55.39,60.35,41.79,1,0
3.63,11.5,1.71,85.36,61.29,12.21,28.03,50.45,47.87,0,1
1.85,7.48,6.64,36.1,81.93,9.63,49.07,29.88,55.29,0,1
5.41,3.27,5.11,28.7,4.18,37.67,61.67,44.16,34.45,0,0
7.72,10.87,3.57,29.03,89.53,78.73,41.05,26.54,36.86,0,1
5.13,22.68,5.28,4.09,78.19,76.08,51.29,40.37,49.15,1,1
18.85,4.39,10.4,13.84,97.1,41.26,53.86,35.1,55.29,1,1
15.09,1.53,1.42,67.39,96.62,49.56,33.14,31.3,53.12,1,1
3.05,1.41,5.56,73.51,56.99,49.32,48.58,58.94,28.3,1,0
2.62,4.77,4.51,32.77,25.71,58.47,43.7,61.52,61.43,0,0
21.0,5.35,3.17,44.23,86.89,30.38,30.23,41.45,54.3,0,0
35.54,7.39,5.6,86.18,25.96,24.74,33.48,39.35,57.75,0,0
16.08,6.56,10.12,76.42,8.79,65.38,36.52,70.21,43.99,0,0
5.29,18.31,10.53,98.43,82.77,61.82,56.88,37.15,48.69,0,0
10.42,4.65,2.91,4.51,75.35,47.94,37.43,49.08,38.7,1,0
10.5,4.61,2.5,90.11,60.7,8.55,70.4,74.65,36.78,1,0
7.52,34.0,17.44,63.49,38.33,42.01,62.59,48.41,43.04,0,0
14.49,3.34,11.45,20.93,9.1,4.07,50.72,47.01,42.28,0,0
2.42,6.8,13.22,70.28,55.81,48.06,50.58,71.54,48.62,0,0
21.5,1.24,8.87,53.91,36.86,17.16,40.66,31.74,11.59,1,0
12.87,5.23,1.45,75.41,9.98,65.3,58.12,29.03,37.46,0,0
5.08,11.53,34.75,54.74,19.04,43.21,70.74,69.92,36.88,0,0
5.18,8.07,5.04,22.29,36.12,6.31,31.22,41.35,55.09,0,1
4.5,7.05,5.19,55.58,38.33,64.09,54.19,46.44,26.68,0,0
2.68,1.63,28.15,44.47,28.77,93.17,41.84,41.52,49.44,1,0
4.0,1.06,11.16,10.16,25.12,55.37,24.93,56.14,49.04,1,0
4.94,12.37,5.58,40.67,2.82,95.21,41.09,25.74,50.4,0,0
1.06,2.13,33.28,51.01,90.23,82.37,62.84,41.51,57.01,1,1
3.96,9.17,15.76,73.64,57.33,72.48,82.61,45.94,49.64,0,1
1.39,8.77,12.32,28.22,55.92,56.16,35.68,58.46,55.32,0,0
37.38,17.0,5.44,70.97,89.16,59.37,39.02,43.53,36.25,0,0
16.28,2.99,8.13,21.82,69.89,21.97,52.27,27.78,58.25,1,0
8.15,11.51,4.88,21.95,76.56,83.77,45.23,35.85,50.93,0,0
32.56,18.96,10.66,37.87,66.5,83.2,57.04,37.77,63.77,0,0
9.24,9.75,14.92,61.25,92.6,26.92,38.6,34.85,70.27,1,0
2.34,6.38,29.22,94.34,47.56,34.73,66.47,47.57,59.06,0,0
5.74,22.21,2.68,89.37,64.28,38.49,40.22,41.21,33.71,1,1
27.44,34.04,5.71,50.51,44.2,41.6,46.4,39.06,36.14,0,0
9.54,2.18,1.44,63.88,77.34,67.28,44.03,57.36,40.23,1,1
4.35,5.94,4.8,28.95,61.52,33.96,33.3,58.74,50.13,1,0
27.64,5.34,15.29,1.13,37.6,42.23,41.66,37.47,26.09,1,0
1.5,7.99,16.51,28.54,89.12,10.56,53.96,52.51,24.52,0,0
19.34,3.81,7.35,45.1,75.44,88.8,41.79,42.89,58.69,1,0
3.28,5.94,20.79,48.2,70.42,68.16,66.73,55.99,58.84,0,0
3.48,7.61,2.01,2.27,20.55,9.16,36.61,54.71,55.06,0,0
6.58,8.31,2.81,24.56,29.21,1.36,29.79,32.24,66.29,1,0
3.57,13.06,1.04,82.56,87.58,21.33,11.82,45.16,60.48,0,1
1.35,13.69,19.87,56.99,77.75,24.2,46.66,49.4,45.12,0,0
2.64,3.05,1.07,90.11,21.89,90.11,47.08,44.29,60.55,0,1
2.57,5.8,2.79,11.24,31.58,89.36,49.17,35.46,49.91,0,0
19.14,9.24,17.82,88.12,38.09,21.11,30.79,57.11,59.82,0,0
2.67,13.42,9.86,55.72,28.03,15.21,43.35,34.55,47.6,0,0
11.58,8.13,6.73,70.76,52.35,27.27,52.75,62.96,49.63,1,0
1.14,2.67,11.85,25.92,50.05,5.49,54.15,33.88,38.32,0,0
5.22,1.82,2.72,32.13,90.19,86.88,33.24,46.11,52.56,1,1
6.3,2.83,2.75,74.22,34.27,51.61,34.13,54.83,53.21,0,0
2.08,25.89,7.85,99.96,72.77,63.29,64.25,40.49,43.65,0,0
11.08,22.62,4.93,33.23,40.29,33.33,42.96,57.35,52.79,0,0
9.61,7.64,8.11,79.44,16.15,88.34,49.87,37.48,68.1,0,0
10.99,2.31,5.16,94.79,1.79,8.82,50.73,57.13,54.56,0,0
7.91,1.82,14.18,56.52,5.45,60.85,27.75,44.14,51.4,1,0
15.42,26.52,15.9,78.94,35.65,10.65,68.93,50.12,50.16,0,1
6.83,6.02,2.74,69.29,65.15,87.49,83.26,51.49,66.02,1,0
2.33,17.19,15.21,35.65,30.54,10.81,22.16,56.89,58.95,0,0
8.96,6.06,12.04,78.73,91.97,16.48,51.1,79.85,58.32,1,0
8.43,19.61,1.34,62.34,73.84,56.69,44.13,31.99,38.93,0,1
12.0,100.0,3.44,35.47,49.82,51.47,66.32,55.88,48.03,0,1
21.63,1.45,2.98,18.4,98.26,92.01,57.37,39.38,27.72,1,0
71.15,9.04,1.38,56.87,96.17,93.63,67.74,48.03,32.72,1,0
5.02,5.13,1.33,72.16,76.97,64.99,63.09,34.92,56.12,1,1
3.91,12.12,5.26,34.78,51.48,14.49,41.82,34.75,42.23,0,1
11.14,6.78,1.69,12.42,31.86,36.96,41.06,64.02,66.97,0,1
29.64,8.03,4.77,17.01,84.67,97.6,33.81,42.9,40.66,1,0
11.64,2.08,8.52,98.8,41.04,90.16,48.97,52.11,38.34,1,0
6.6,7.28,24.74,34.99,82.92,45.9,47.52,61.94,60.4,1,0
22.24,5.08,8.81,36.29,8.21,27.81,36.2,41.66,39.4,0,0
5.92,3.32,1.36,49.13,12.83,85.83,54.52,43.02,42.37,0,1
6.05,5.37,6.81,24.46,86.82,27.89,40.36,44.1,49.87,1,1
3.37,4.82,3.86,45.4,30.28,78.64,40.28,41.04,48.61,1,1
1.16,14.85,13.15,33.26,67.5,62.22,44.96,54.67,26.33,0,0
17.22,22.9,9.01,37.06,38.13,17.39,54.84,46.9,53.85,0,0
1.24,4.1,11.36,29.44,88.95,69.55,36.46,75.37,40.11,0,1
5.59,12.58,7.82,70.65,23.6,91.76,66.53,46.92,32.52,0,0
1.18,1.13,34.83,75.34,46.8,19.37,60.64,40.42,47.15,1,0
17.84,3.62,1.68,38.08,74.81,98.09,38.61,52.56,39.04,1,0
4.99,15.37,5.29,83.27,35.6,87.42,45.72,40.09,50.15,0,0
3.1,13.14,3.67,82.25,55.89,77.95,19.06,39.11,43.97,0,1
18.41,5.9,27.47,24.13,98.45,60.27,49.05,29.67,32.71,1,0
1.64,3.57,1.75,37.74,36.52,77.82,66.75,46.33,33.62,1,1
24.8,1.98,65.67,89.34,12.66,27.35,32.62,46.75,54.95,0,0
1.94,19.02,2.98,75.96,96.85,98.9,44.55,38.74,55.85,0,1
7.58,23.99,2.13,21.36,33.8,59.09,50.83,54.21,61.93,0,1
15.06,3.15,4.14,60.22,60.56,83.71,57.98,51.53,42.27,1,0
16.83,2.99,1.72,7.01,3.82,59.76,39.88,46.44,40.81,0,0
4.55,7.0,3.52,13.37,27.15,97.1,42.91,59.63,49.25,0,0
2.3,2.94,15.59,46.46,56.63,51.58,57.64,55.08,36.97,1,0
7.52,20.83,4.77,93.85,59.93,99.45,49.46,35.14,45.2,0,0
13.0,2.18,18.43,16.5,63.52,29.46,49.35,47.36,45.98,1,0
22.69,7.88,14.92,42.31,31.34,65.69,38.16,10.85,36.34,0,0
3.94,3.5,9.85,43.7,69.95,71.76,44.39,64.89,36.59,1,0
32.61,11.86,2.21,97.27,45.86,66.59,32.99,30.85,57.54,0,0
24.99,15.55,1.26,17.23,19.21,59.26,35.05,53.6,54.28,0,1
12.99,10.21,3.27,44.15,64.08,25.21,65.74,64.62,55.8,1,0
8.0,2.06,3.6,42.36,19.85,27.53,39.28,32.38,53.49,0,0
2.97,26.78,8.08,90.24,62.78,91.31,51.03,29.49,46.49,0,0
17.22,4.04,17.19,90.57,54.08,18.04,37.79,32.42,57.89,0,0
12.3,2.07,6.84,54.75,56.4,86.51,64.49,68.93,55.4,1,0
18.75,2.06,2.32,33.92,40.72,28.47,52.37,41.71,57.84,1,0
4.36,8.75,14.76,46.38,79.45,90.46,53.22,61.18,48.05,0,0
33.41,1.41,12.76,23.62,52.53,4.16,50.5,58.28,43.14,1,0
2.91,5.31,9.05,75.68,77.06,8.67,58.25,40.79,69.81,0,0
2.97,1.22,1.87,15.63,55.34,91.49,52.54,25.12,40.32,1,1
10.94,4.34,3.44,28.57,63.12,87.33,51.1,43.38,55.56,1,1
1.57,3.71,25.52,98.98,66.03,21.17,49.25,69.3,41.81,1,0
14.25,6.29,13.85,92.54,53.94,87.97,43.22,50.58,46.19,0,1
3.91,7.08,1.06,95.3,45.36,5.92,72.68,67.02,35.26,1,1
2.8,1.53,7.75,6.91,96.29,91.91,62.64,47.22,26.94,1,1
2.62,1.51,12.95,70.76,74.34,21.89,60.57,41.71,59.84,1,1
7.57,1.38,3.23,89.2,37.62,43.97,43.24,42.23,71.62,1,0
10.14,4.33,8.4,41.63,11.47,94.04,66.23,33.66,57.34,0,0
10.35,7.55,27.24,32.13,47.54,95.99,62.32,45.12,64.23,0,0
5.52,17.46,6.92,5.52,34.54,30.76,30.73,51.8,55.2,0,1
17.85,18.37,4.96,51.39,81.1,65.88,57.64,38.19,47.72,0,0
5.09,5.18,10.01,80.88,6.6,32.36,59.92,39.74,65.57,0,0
3.94,11.86,4.07,47.0,50.88,26.97,52.09,39.7,51.26,0,0
5.17,35.08,3.09,32.88,24.21,12.33,50.57,51.5,39.89,0,0
10.29,2.14,10.09,87.61,14.01,30.83,50.07,49.36,39.85,1,0
19.6,1.38,5.46,97.98,3.6,98.12,49.88,49.76,66.73,0,0
8.7,22.11,5.92,40.9,43.89,66.25,64.96,44.11,56.38,0,0
6.21,13.39,14.08,16.99,40.98,7.49,63.97,45.61,53.5,0,0
37.41,1.51,3.34,84.4,98.23,73.45,48.35,51.33,32.67,1,0
11.03,9.11,13.78,53.75,48.37,27.37,79.63,10.95,77.44,1,0
13.47,1.04,1.02,93.58,49.25,30.26,45.43,55.86,65.18,1,0
7.81,4.53,1.1,4.44,52.08,32.37,34.01,52.08,44.45,1,1
2.77,2.21,7.23,13.49,92.94,60.65,45.03,27.11,52.97,1,1
16.2,4.41,6.55,55.62,3.7,82.95,25.87,37.11,66.33,0,1
7.94,3.0,6.32,45.19,97.89,68.41,43.22,62.9,36.3,1,0
22.32,5.03,7.69,97.44,87.95,41.8,49.6,31.88,57.17,1,0
2.53,4.32,13.87,1.04,95.34,87.35,65.48,57.83,46.12,1,1
12.86,2.12,7.55,76.78,82.37,26.24,45.58,40.19,63.94,1,0
8.73,13.61,8.61,43.69,34.89,52.13,39.51,47.47,47.26,0,0
30.13,14.35,16.09,23.99,20.83,15.83,77.08,48.39,39.43,0,0
11.37,9.1,12.4,37.2,24.36,85.37,64.28,48.68,65.19,0,0
35.61,3.81,1.19,52.78,35.01,54.72,48.62,35.68,46.32,0,0
9.97,14.45,30.91,55.27,36.12,50.77,44.84,46.95,41.96,0,0
3.89,1.61,19.34,41.39,92.14,4.06,46.45,27.28,54.91,1,1
25.67,1.8,1.87,71.4,10.55,73.06,66.31,31.3,55.73,0,0
2.42,5.83,11.6,23.67,55.32,34.45,36.55,48.07,58.99,1,0
3.39,3.33,9.15,96.63,81.42,97.1,63.23,48.53,64.49,1,0
36.59,4.39,11.54,1.7,7.84,91.71,30.97,28.64,58.48,0,0
8.05,3.01,1.87,35.38,53.93,61.55,93.28,57.25,78.6,1,1
7.32,2.43,5.21,82.75,28.58,1.2,59.17,42.82,33.29,1,0
13.53,7.11,43.16,10.79,25.23,25.74,57.18,58.25,66.13,0,0
3.46,5.54,3.26,34.92,52.51,8.58,47.55,34.21,60.88,1,1
3.02,11.91,3.78,95.85,25.43,18.89,14.78,31.47,59.13,0,0
14.69,2.79,2.74,14.06,28.88,27.76,62.29,53.26,62.44,0,0
1.3,8.24,5.53,24.64,26.09,29.36,48.0,54.42,55.52,0,0
10.55,12.74,9.64,13.99,68.88,95.33,47.22,38.91,49.8,0,0
1.63,1.96,5.34,32.22,16.24,27.48,49.73,30.67,71.21,0,0
9.98,27.9,2.01,66.69,32.47,5.14,74.79,44.14,37.78,0,1
1.63,1.49,3.19,30.67,92.19,87.01,58.57,26.47,53.13,1,1
13.39,16.41,7.08,29.39,97.96,79.02,38.45,33.21,56.71,1,1
11.65,12.46,12.32,16.22,60.8,25.77,64.42,40.98,70.17,1,0
12.07,1.39,2.02,26.53,97.12,52.77,62.37,29.19,53.97,1,0
30.72,6.89,10.16,60.67,58.01,74.78,43.0,55.56,38.69,0,0
5.27,3.2,8.13,83.8,76.1,1.39,45.66,64.81,54.42,1,0
3.68,2.24,7.32,14.2,20.38,4.78,46.39,56.25,50.17,0,0
